Funding_per_contributor,Funding_per_milestone,Status_numeric,average_milestone_duration,average_milestone_duration_days,milestone_days_duration,first_milestone_date,funding_duration_days,last_funding_date,first_funding_date,Is Duplicate Row?,Status,years_from_first_to_last_milestone,last_milestone_date,amount_milestones,Funding_total_size,Fundingrounds,Fundingtotal,LocalCode:42,Name,state,city,zip_code_no_null,latitude,longitude,OfficeAddress_no_null,FoundingDate,closedDate,acquiredDate,BusinessField,NumContributors,NumPartners,company_id_corrected
12359666,37079000,1,1,0,1,01.01.2007,14694,01.01.2012,18.04.2005,Unique,Successful (Acquired),0,01.01.2007,1,Medium-High (10M+),6,37079000,151,SenSage,CA,San Francisco,Unknown,"37,785655","-122,398393",Unknown,18.08.2004,,05.08.2016,security,3,6,15294
36500000,12166666,1,3,33,3,28.10.2011,1988,01.06.2011,20.01.2010,Unique,Successful (Acquired),0,01.12.2011,3,Medium-High (10M+),4,36500000,657,BuyWithMe,NY,New York,10014,"40,730646","-73,986614",New York NY 10014,01.03.2009,,28.03.2016,ecommerce,1,21,37826
3250000,13000000,1,1,0,1,01.10.2008,0,21.06.2006,21.06.2006,Unique,Successful (Acquired),0,01.10.2008,1,Medium-High (10M+),1,13000000,534,Sabrix,OR,Lake Oswego,97035,"45,413842","-122,725662",Lake Oswego OR 97035,01.01.2002,,28.06.2017,software,4,6,3050
5000000,5000000,0,1,0,1,01.01.2009,0,15.12.2009,15.12.2009,Unique,Failed,0,01.01.2009,1,Medium (2M+),1,5000000,601,LikeList,CA,Sunnyvale,94085,"37,36883","-122,03635",Sunnyvale CA 94085,01.01.2008,24.06.2016,,web,1,5,34028
11000000,0,0,,,,,5079,13.09.2010,24.01.2006,Unique,Failed,,,,Medium-High (10M+),3,44000000,619,RPO,CA,San Jose,95134,"37,404788","-121,940842",San Jose CA 95134,01.01.2005,18.08.2015,,hardware,4,0,35402
8700000,26100000,1,1,0,1,01.01.2006,3306,08.06.2009,02.06.2006,Unique,Successful (Acquired),0,01.01.2006,1,Medium-High (10M+),3,26100000,218,Silicon Clocks,CA,Fremont,94538,"37,554214","-121,977451",Unknown,01.01.2004,,03.02.2019,semiconductor,3,2,16562
7500000,7500000,0,1,0,1,01.09.2004,490,29.08.2007,27.12.2006,Unique,Failed,0,01.09.2004,1,Medium (2M+),2,7500000,253,D2C Games,CA,San Mateo,94404,"37,496904","-122,333057",San Mateo CA 94404,01.01.2006,07.07.2017,,games_video,1,1,17252
937500,1875000,1,2,266,2,03.01.2012,748,10.01.2011,01.01.2010,Unique,Successful (Acquired),0,24.09.2012,2,Medium (2M+),2,3750000,938,Savored,NY,New York,10011,"40,73901","-73,997259",New York NY 10011,01.01.2010,,21.04.2016,hospitality,4,12,58550
800000,4000000,1,1,0,1,01.08.2008,0,07.11.2006,07.11.2006,Unique,Successful (Acquired),0,01.08.2008,1,Medium (2M+),1,4000000,64,MX Logic,CO,Englewood,80112,"39,540323","-104,857271",Unknown,01.01.2002,,21.03.2017,security,5,5,12285
3200000,4000000,1,4,1600,4,22.04.2008,3564,01.02.2011,01.11.2007,Unique,Successful (Acquired),4,08.09.2012,4,Medium-High (10M+),3,16000000,334,Seesmic,CA,San Francisco,94103,"37,775196","-122,419204",Unknown,01.06.2007,,24.12.2016,web,5,24,200
10000000,10000000,0,1,0,1,01.01.2008,2128,11.02.2008,14.03.2005,Unique,Failed,0,01.01.2008,1,Medium-High (10M+),2,10000000,667,Digit Wireless,MA,Burlington,1803,"42,504817","-71,195611",Burlington MA 1803,01.01.2000,04.10.2017,,public_relations,1,2,38273
13000000,13000000,0,1,0,1,01.01.2009,0,07.06.2007,07.06.2007,Unique,Failed,0,01.01.2009,1,Medium-High (10M+),1,13000000,631,Storspeed,TX,Austin,78730,"30,271129","-97,743699",Austin TX 78730,01.01.2007,20.09.2017,,software,1,6,36192
3000000,1500000,1,2,200,2,29.11.2010,0,15.01.2010,15.01.2010,Unique,Successful (Acquired),1,16.06.2011,2,Medium (2M+),1,3000000,593,Performable,MA,Cambridge,2139,"42,3751","-71,105616",Cambridge MA 2139,17.10.2009,,26.03.2015,software,1,9,33507
2100000,700000,1,3,1896,3,06.06.2008,1596,09.03.2009,01.01.2007,Unique,Successful (Acquired),5,15.08.2013,3,Medium (2M+),2,2100000,89,Haute Secure,WA,Seattle,98109,"47,638456","-122,356965",Unknown,01.01.2006,,12.06.2016,security,1,5,134
1415000,353750,1,4,1600,4,05.08.2007,2115,06.07.2009,01.08.2007,Unique,Successful (Acquired),4,20.12.2011,4,Small Investment (<2M),3,1415000,814,Brightkite,CA,Burlingame,94010,"39,762314","-104,982256",Unknown,01.01.2007,,28.08.2015,social,1,9,465
8933333,26800000,1,1,0,1,01.01.2007,2241,17.01.2005,01.01.2003,Unique,Successful (Acquired),0,01.01.2007,1,Medium-High (10M+),3,26800000,451,AlterPoint,TX,Austin,78730,"30,354768","-97,798152",Unknown,01.01.2001,,16.01.2015,software,3,4,26122
12750050,8500033,0,3,3261,3,02.10.2002,5205,01.01.2012,02.04.2007,Unique,Failed,9,06.09.2011,3,Medium-High (10M+),3,25500100,972,Inertia Beverage Group,CA,Napa,94558,"38,223032","-122,261642",Unknown,22.10.2004,29.07.2017,,software,2,6,6150
2160000,6480000,1,1,0,1,01.01.2005,0,24.02.2006,24.02.2006,Unique,Successful (Acquired),0,01.01.2005,1,Medium (2M+),1,6480000,720,Neterion,CA,Cupertino,95014,"37,320309","-122,05004",Cupertino CA 95014,01.01.2001,,18.11.2019,public_relations,3,6,41656
1225920,3269122,1,3,759,3,17.08.2010,567,18.05.2010,10.11.2009,Unique,Successful (Acquired),2,15.09.2012,3,Medium (2M+),3,9807367,388,SimpleGeo,CA,San Francisco,94103,"37,779281","-122,419236",San Francisco CA 94103,01.05.2009,,30.11.2015,advertising,8,30,23139
20000,10000,0,2,284,2,01.06.2010,0,31.08.2010,31.08.2010,Unique,Failed,1,12.03.2011,2,Small Investment (<2M),1,20000,985,Slipstream,CA,Oakland,94609,"37,835676","-122,263548",Oakland CA 94609,01.06.2010,23.10.2018,,web,1,1,63217
12150000,8100000,1,3,2988,3,01.01.2005,1540,16.01.2007,07.12.2004,Unique,Successful (Acquired),8,08.03.2013,3,Medium-High (10M+),2,24300000,8,PostPath,CA,Mountain View,94041,"37,390501","-122,081151",Unknown,01.01.2003,,31.03.2018,web,2,2,10197
30150000,10050000,0,3,2745,3,01.01.2006,124,01.09.2007,01.07.2007,Unique,Failed,7,09.07.2013,3,Medium-High (10M+),2,30150000,105,NebuAd,CA,Redwood City,Unknown,"39,78373","-100,445882",Redwood City CA 94063-2026,01.01.2006,10.06.2016,,advertising,1,2,1389
9833333,59000000,1,1,0,1,01.01.2004,9164,31.03.2011,21.12.2004,Unique,Successful (Acquired),0,01.01.2004,1,High (50M+),4,59000000,435,Enpirion,NJ,Hampton,8827,"40,707045","-74,956003",Hampton NJ 8827,01.01.2001,,14.05.2017,semiconductor,6,8,25510
5000000,5000000,0,1,0,1,01.11.2007,0,01.02.2006,01.02.2006,Unique,Failed,0,01.11.2007,1,Medium (2M+),1,5000000,577,Authenticlick,CA,Los Angeles,90036,"34,062504","-118,354605",Unknown,05.08.2005,23.03.2018,,search,1,8,3202
5056559,2528279,1,2,582,2,01.01.2010,2088,28.12.2010,31.01.2009,Unique,Successful (Acquired),1,05.08.2011,2,Medium (2M+),3,5056559,646,Dashwire,WA,Seattle,98103,"47,603832","-122,330062",Seattle WA 98103,11.08.2006,,31.08.2019,mobile,1,10,37215
3200000,1066666,1,3,519,3,01.08.2009,0,17.09.2008,17.09.2008,Unique,Successful (Acquired),2,01.01.2011,3,Medium (2M+),1,3200000,43,PicApp,CA,San Francisco,94111,"37,79402","-122,4031242",Unknown,01.01.2008,,22.04.2017,web,1,5,11438
5233333,15700000,1,1,0,1,01.08.2011,294,22.02.2012,28.09.2011,Unique,Successful (Acquired),0,01.08.2011,1,Medium-High (10M+),2,15700000,135,Wheelz,CA,San Francisco,94103,"37,779281","-122,419236",San Francisco CA 94103,01.01.2011,,23.04.2017,automotive,3,15,148750
415000,207500,1,2,906,2,05.11.2007,166,23.10.2007,01.08.2007,Unique,Successful (Acquired),3,29.04.2010,2,Small Investment (<2M),2,415000,804,Socialthing,CO,Boulder,80302,"40,0186731","-105,2762236",Unknown,18.05.2007,,02.08.2015,network_hosting,1,6,459
29550377,17730226,1,5,710,5,30.04.2009,10843,28.12.2009,01.10.2005,Unique,Successful (Acquired),2,11.04.2011,5,High (50M+),7,88651133,770,Jingle Networks,NY,New York,10016,"37,480999","-122,173887",Unknown,01.09.2005,,30.12.2017,mobile,3,12,44
20000,20000,0,1,0,1,01.10.2010,0,01.05.2010,01.05.2010,Unique,Failed,0,01.10.2010,1,Small Investment (<2M),1,20000,920,RippleFunction,MA,Waltham,2452,"42,37564","-71,2358",Waltham MA 2452,01.03.2010,02.11.2017,,advertising,1,3,56478
14650003,14650003,1,1,0,1,01.08.2011,11847,24.10.2012,01.01.2002,Unique,Successful (Acquired),0,01.08.2011,1,Medium-High (10M+),3,14650003,796,Composite Software,CA,San Mateo,94403,"37,538352","-122,299665",San Mateo CA 94403,01.01.2002,,21.05.2019,software,1,28,45428
12500000,50000000,1,1,0,1,18.12.2009,0,03.09.2008,03.09.2008,Unique,Successful (Acquired),0,18.12.2009,1,High (50M+),1,50000000,180,WildBlue,CO,Englewood,80155,"39,6478","-104,9875",Unknown,01.01.2004,,09.08.2019,web,4,0,15996
10000000,40000000,1,1,0,1,18.11.2010,12180,04.10.2011,01.02.2005,Unique,Successful (Acquired),0,18.11.2010,1,Medium-High (10M+),5,40000000,665,Ortiva Wireless,CA,La Jolla,92037,"32,833501","-117,26162",La Jolla CA 92037,01.01.2004,,24.03.2017,mobile,4,9,38196
12255270,12255270,1,2,1956,2,01.01.2005,5463,11.05.2010,16.05.2005,Unique,Successful (Acquired),5,11.05.2010,2,Medium-High (10M+),3,24510540,799,Integrien,CA,Irvine,92618,"33,685697","-117,825982",Irvine CA 92618,01.01.2001,,02.11.2018,enterprise,2,5,45696
14525000,14525000,1,2,1282,2,01.01.2008,6528,19.12.2011,01.07.2007,Unique,Successful (Acquired),3,06.07.2011,2,Medium-High (10M+),4,29050000,123,expressor software,MA,Burlington,1803,"42,485102","-71,211568",Unknown,01.01.2007,,04.09.2018,software,2,10,14593
10000000,3333333,1,3,1575,3,26.09.2006,5728,05.02.2010,06.03.2006,Unique,Successful (Acquired),5,18.01.2011,3,Medium-High (10M+),4,10000000,250,Scrapblog,CA,San Francisco,94104,"25,752358","-80,25468",Unknown,01.01.2006,,06.08.2018,web,1,8,1716
333333,500000,1,2,532,2,01.06.2010,0,01.01.2008,01.01.2008,Unique,Successful (Acquired),1,14.11.2011,2,Small Investment (<2M),1,1000000,29,FetchBack,AZ,Tempe,85281,"33,426418","-111,9396",Unknown,01.04.2007,,03.02.2019,advertising,3,13,10864
13000000,0,0,,,,,7824,22.10.2010,14.06.2005,Unique,Failed,,,,Medium-High (10M+),4,39000000,636,SemiSouth Laboratories,TX,Austin,78729,"30,435079","-97,770139",Austin TX 78729,01.07.2000,20.06.2016,,semiconductor,3,0,36579
1500000,500000,1,3,783,3,05.05.2011,0,12.10.2011,12.10.2011,Unique,Successful (Acquired),2,27.06.2013,3,Small Investment (<2M),1,1500000,1036,Snapette,NY,New York,10013,"40,730646","-73,986614",New York NY 10013,01.01.2011,,31.12.2017,fashion,1,5,72750
14233333,0,0,,,,,0,12.06.2007,12.06.2007,Unique,Failed,,,,Medium-High (10M+),1,42700000,554,Roxro Pharma,CA,Menlo Park,94025,"37,459177","-122,173907",Unknown,01.01.1999,30.07.2019,,biotech,3,1,31488
12100000,12100000,0,1,0,1,01.07.2008,1934,25.08.2008,01.01.2006,Unique,Failed,0,01.07.2008,1,Medium-High (10M+),2,12100000,14,Picateers,CA,San Mateo,94402,"40,787878","-74,388207",Unknown,01.01.2005,01.12.2017,,web,1,10,10398
24500000,61250000,1,2,94,2,01.07.2008,5710,02.10.2008,17.08.2005,Unique,Successful (Acquired),0,02.10.2008,2,Very High (100M+),5,122500000,1099,Dexterra,WA,Bothell,98021,"47,802184","-122,196307",Unknown,01.01.2000,,29.01.2017,mobile,5,9,8339
1000000,1333333,1,3,405,3,06.05.2008,0,07.06.2007,07.06.2007,Unique,Successful (Acquired),1,16.06.2009,3,Medium (2M+),1,4000000,1007,SnapTell,CA,Palo Alto,94306,"37,433414","-122,128772",Unknown,01.01.2006,,07.04.2016,software,4,5,668
3900000,3900000,1,2,1936,2,01.10.2005,0,14.07.2009,14.07.2009,Unique,Successful (Acquired),6,18.01.2011,2,Medium (2M+),1,7800000,477,Aptana,CA,San Mateo,94404,"37,5568425","-122,2884881",Unknown,01.01.2007,,05.05.2015,software,2,3,27339
212500,141666,1,3,651,3,27.07.2011,0,27.07.2011,27.07.2011,Unique,Successful (Acquired),2,09.05.2013,3,Small Investment (<2M),1,425000,978,GoPollGo,CA,Palo Alto,94301,"37,4210225","-122,1377411",Unknown,01.01.2011,,22.11.2018,web,2,5,62269
2000000,2000000,0,2,1004,2,01.08.2007,0,27.02.2007,27.02.2007,Unique,Failed,3,30.04.2010,2,Medium (2M+),1,4000000,644,itzbig,TX,Austin,78759,"30,387275","-97,759511",Unknown,01.06.2006,11.05.2017,,search,2,9,3717
837500,1675000,1,4,1196,4,01.09.2010,1444,10.09.2013,19.09.2011,Unique,Successful (Acquired),3,10.12.2013,4,Medium (2M+),2,6700000,128,Songza,NY,Long Island City,11101,"40,7473113","-73,9549182",Unknown,01.11.2007,,29.11.2016,music,8,9,1475
350000,0,0,,,,,0,25.11.2008,25.11.2008,Unique,Failed,,,,Small Investment (<2M),1,350000,531,Resonant Vibes,KY,Louisville,40204,"38,241467","-85,724511",Unknown,01.01.2004,06.08.2016,,web,1,0,30290
14700000,7350000,1,2,998,2,01.01.2008,3978,24.09.2010,06.02.2007,Unique,Successful (Acquired),2,24.09.2010,2,Medium-High (10M+),3,14700000,394,Rhythmia Medical,MA,Burlington,1803,"42,504817","-71,195611",Burlington MA 1803,01.01.2004,,02.04.2016,medical,1,3,23487
296666,0,0,,,,,706,02.08.2012,15.08.2011,Unique,Failed,,,,Small Investment (<2M),2,890000,216,Turf Geography Club,NY,New York,10012,"40,728425","-73,999882",New York NY 10012,01.01.2011,26.11.2017,,mobile,3,2,164922
1820000,455000,1,4,2636,4,01.01.2006,657,07.06.2012,01.11.2011,Unique,Successful (Acquired),7,20.03.2013,4,Small Investment (<2M),3,1820000,298,Socialize,CA,San Francisco,94107,"38,88521","-76,998641",Unknown,01.07.2008,,17.11.2017,mobile,1,5,18056
11700000,23400000,1,1,0,1,01.03.2005,322,06.03.2006,26.09.2005,Unique,Successful (Acquired),0,01.03.2005,1,Medium-High (10M+),2,23400000,509,BlueNote Networks,ME,Tewksbury,1876,"42,645342","-71,234547",Unknown,01.01.2005,,13.07.2015,software,2,1,28752
12000000,24000000,1,1,0,1,05.09.2010,3702,19.05.2008,01.01.2005,Unique,Successful (Acquired),0,05.09.2010,1,Medium-High (10M+),3,24000000,200,Mu Dynamics,CA,Sunnyvale,94085,"37,390233","-122,033741",Unknown,01.01.2005,,10.06.2019,network_hosting,2,5,16271
5000000,5000000,1,2,772,2,10.09.2008,1128,01.01.2008,16.06.2006,Unique,Successful (Acquired),2,21.10.2010,2,Medium-High (10M+),2,10000000,511,Footnote,UT,Lindon,84042,"40,3310529","-111,7276347",Unknown,01.06.2006,,28.10.2016,web,2,4,2889
511111,2300000,1,2,828,2,01.05.2011,458,23.04.2012,07.09.2011,Unique,Successful (Acquired),2,05.08.2013,2,Medium (2M+),2,4600000,1125,Locu,MA,Cambridge,2142,"42,3751","-71,105616",Cambridge MA 2142,01.01.2011,,29.10.2019,advertising,9,5,90087
2450000,4900000,1,2,310,2,07.01.2013,506,16.06.2011,06.10.2010,Unique,Successful (Acquired),0,13.11.2013,2,Medium (2M+),2,9800000,1074,Pulse,CA,San Francisco,94105,"37,779281","-122,419236",San Francisco CA 94105,01.05.2010,,26.01.2019,news,4,23,79431
1418750,2837500,1,2,624,2,19.04.2011,0,05.02.2013,05.02.2013,Unique,Successful (Acquired),2,01.01.2013,2,Medium (2M+),1,5675000,669,about.me,CA,San Francisco,94110,"37,755068","-122,418026",Unknown,05.02.2013,,05.08.2019,web,4,21,38337
45000000,0,1,,,,,0,17.10.2006,17.10.2006,Unique,Successful (Acquired),,,,Medium-High (10M+),1,45000000,476,Right Media,NY,New York,10011,"40,74632","-73,982607",Unknown,01.01.2003,,04.06.2017,advertising,1,21,2731
4743332,4743332,1,3,276,3,18.05.2010,2847,26.08.2011,19.01.2009,Unique,Successful (Acquired),1,17.02.2011,3,Medium-High (10M+),3,14229998,7,GoodGuide,CA,San Francisco,94111,"37,7983181","-122,4000032",Unknown,01.12.2007,,16.12.2017,web,3,14,10179
9100000,0,0,,,,,2070,22.07.2008,01.09.2006,Unique,Failed,,,,Medium (2M+),3,9100000,34,Semantra,TX,Addison,75001,"32,969251","-96,823778",Unknown,01.01.2003,24.11.2017,,software,1,0,10969
1568636,1568636,1,3,918,3,01.02.2011,5250,06.02.2013,24.03.2010,Unique,Successful (Acquired),2,07.08.2013,3,Medium (2M+),5,4705910,709,Vizibility,NY,New York,10013,"40,730646","-73,986614",New York NY 10013,01.07.2009,,23.08.2019,mobile,3,5,40782
10000000,10000000,1,1,0,1,01.01.2004,0,23.05.2007,23.05.2007,Unique,Successful (Acquired),0,01.01.2004,1,Medium-High (10M+),1,10000000,578,BioSeek,CA,South San Francisco,94080,"37,658313","-122,391032",South San Francisco CA 94080,01.01.2000,,14.12.2016,biotech,1,4,32023
133333,200000,1,2,1132,2,01.06.2010,0,13.04.2012,13.04.2012,Unique,Successful (Acquired),3,06.07.2013,2,Small Investment (<2M),1,400000,1023,Astrid,CA,San Francisco,94105,"37,779281","-122,419236",San Francisco CA 94105,01.01.2008,,20.08.2019,social,3,7,70586
23000000,34500000,1,2,58,2,05.06.2012,892,17.09.2012,29.06.2011,Unique,Successful (Acquired),0,01.08.2012,2,High (50M+),2,69000000,821,Braintree,CA,Chicago,60606,"37,785053","-122,287295",Chicago CA 60606,01.10.2007,,19.12.2017,software,3,10,46943
10375000,10375000,1,2,904,2,01.01.2008,4056,17.11.2009,06.03.2006,Unique,Successful (Acquired),2,22.06.2010,2,Medium-High (10M+),3,20750000,386,Bigfoot Networks,CA,Redwood City,94065,"37,536402","-122,325129",Unknown,01.01.2006,,24.06.2016,hardware,2,12,23134
3500000,583333,1,6,1386,6,30.06.2008,1824,01.05.2009,01.09.2007,Unique,Successful (Acquired),4,17.04.2012,6,Medium (2M+),3,3500000,48,StyleFeeder,MA,Cambridge,2142,"42,3751","-71,105616",Cambridge MA 2142,03.05.2006,,30.03.2015,ecommerce,1,8,1165
11000,11000,0,1,0,1,21.06.2011,106,09.06.2011,17.04.2011,Unique,Failed,0,21.06.2011,1,Small Investment (<2M),2,11000,1075,TrustDegrees,NY,Kenmore,14217,"42,961748","-78,870914",Kenmore NY 14217,01.03.2011,20.07.2017,,web,1,5,79456
135000,450000,1,3,708,3,01.10.2010,0,23.03.2011,23.03.2011,Unique,Successful (Acquired),2,07.09.2012,3,Small Investment (<2M),1,1350000,937,Yobongo,CA,San Francisco,94107,"37,7824533","-122,3879489",Unknown,01.01.2010,,20.01.2015,web,10,2,58512
1500000,3000000,1,2,886,2,01.09.2009,1278,01.10.2008,01.01.2007,Unique,Successful (Acquired),3,04.02.2012,2,Medium (2M+),2,6000000,811,Aardvark,CA,San Francisco,94110,"37,748676","-122,415813",Unknown,01.07.2007,,06.06.2016,web,4,21,4622
750000,750000,1,2,1628,2,01.06.2009,0,30.10.2012,30.10.2012,Unique,Successful (Acquired),4,14.11.2013,2,Small Investment (<2M),1,1500000,1053,NationalField,DC,Washington,20009,"38,894955","-77,036646",Washington DC 20009,12.06.2009,,24.12.2015,enterprise,2,4,76102
142857,333333,0,3,498,3,30.08.2010,0,19.11.2010,19.11.2010,Unique,Failed,2,10.01.2012,3,Small Investment (<2M),1,1000000,913,Fashism,NY,New York,10010,"40,7394115","-73,9895748",Unknown,01.01.2009,02.02.2019,,fashion,7,5,55436
43225717,43225717,1,3,777,3,15.11.2010,16792,28.01.2013,01.05.2007,Unique,Successful (Acquired),3,01.01.2013,3,Very High (100M+),8,129677153,171,Virident Systems,CA,Milpitas,Unknown,"37,421692","-121,894156",Unknown,01.01.2006,,19.02.2019,enterprise,3,25,15829
26166666,26166666,1,3,918,3,01.11.2010,7962,20.04.2010,01.09.2006,Unique,Successful (Acquired),3,08.05.2013,3,High (50M+),6,78500000,840,Quidsi,NJ,Jersey City,7302,"40,728158","-74,077642",Jersey City NJ 7302,01.01.2005,,17.10.2016,ecommerce,3,27,49052
4750000,0,0,,,,,0,01.05.2005,01.05.2005,Unique,Failed,,,,Medium (2M+),1,9500000,915,PANTA Systems,CA,Santa Clara,95054,"37,386778","-121,966277",Santa Clara CA 95054,01.01.2002,11.07.2016,,software,2,0,55829
360000,900000,0,2,902,2,01.09.2010,852,18.02.2013,20.12.2011,Unique,Failed,3,18.02.2013,2,Small Investment (<2M),2,1800000,936,Tutorspree,NY,New York,10013,"40,7908157","-73,9722939",Unknown,01.09.2010,15.02.2018,,education,5,3,58420
1310000,327500,0,4,1508,4,01.01.2005,490,02.04.2008,01.08.2007,Unique,Failed,4,17.02.2009,4,Small Investment (<2M),2,1310000,775,Sampa,WA,Redmond,98052,"47,682233","-122,135521",Unknown,01.03.2005,22.10.2019,,web,1,3,444
10560000,0,1,,,,,3849,27.05.2010,21.11.2006,Unique,Successful (Acquired),,,,High (50M+),3,52800000,653,Teranetics,CA,San Jose,95134,"37,404788","-121,940842",San Jose CA 95134,01.01.2000,,30.07.2016,semiconductor,5,5,37712
100000,0,0,,,,,0,01.03.2011,01.03.2011,Unique,Failed,,,,Small Investment (<2M),2,100000,1026,Triples Media,NY,New York,10004,"40,730646","-73,986614",New York NY 10004,01.06.2010,06.06.2015,,advertising,1,3,71120
125000,62500,0,2,334,2,01.06.2009,1824,01.07.2010,01.01.2008,Unique,Failed,1,01.05.2010,2,Small Investment (<2M),2,125000,550,Bueda,PA,Pittsburgh,15213,"40,441694","-79,990086",Pittsburgh PA 15213,04.01.2009,11.03.2015,,advertising,1,3,31294
200000,66666,1,3,573,3,09.03.2011,0,09.03.2011,09.03.2011,Unique,Successful (Acquired),1,03.10.2012,3,Small Investment (<2M),1,200000,663,StartupDigest,WA,Seattle,98101,"47,603832","-122,330062",Seattle WA 98101,16.11.2009,,17.02.2019,news,1,11,38095
2433333,0,0,,,,,1076,21.04.2008,31.10.2006,Unique,Failed,,,,Medium (2M+),2,7300000,412,Biofisica,GA,Duluth,30097,"34,062588","-84,16923",Unknown,01.01.2000,30.08.2015,,biotech,3,5,24570
8471099,25413298,1,1,0,1,01.06.2010,8000,16.12.2011,30.07.2007,Unique,Successful (Acquired),0,01.06.2010,1,Medium-High (10M+),5,25413298,676,Desktone,MA,Chelmsford,1824,"42,599814","-71,367284",Chelmsford MA 1824,01.01.2006,,13.01.2016,network_hosting,3,6,38721
2450000,2450000,1,4,512,4,10.05.2011,442,10.08.2011,01.01.2011,Unique,Successful (Acquired),1,01.10.2012,4,Medium (2M+),2,9800000,908,AppFog,OR,Portland,97204,"39,78373","-100,445882",Portland OR 97204,01.08.2010,,07.05.2017,enterprise,4,10,55307
23400000,7800000,1,6,1872,6,29.04.2008,3524,29.01.2009,01.09.2006,Unique,Successful (Acquired),5,13.06.2013,6,Medium-High (10M+),4,46800000,1035,AdMob,CA,Mountain View,94043,"37,563585","-122,324621",Unknown,01.12.2006,,29.01.2017,advertising,2,42,726
17000000,51000000,1,1,0,1,01.01.2009,3742,10.05.2013,26.03.2008,Unique,Successful (Acquired),0,01.01.2009,1,High (50M+),2,51000000,472,OptiMedica,CA,Santa Clara,95054,"37,3777985","-121,9744545",Unknown,01.01.2004,,02.09.2019,biotech,3,16,27142
36000000,36000000,1,1,0,1,02.04.2012,1530,10.11.2010,06.10.2008,Unique,Successful (Acquired),0,02.04.2012,1,Medium-High (10M+),2,36000000,155,Oberon Media,NY,New York,10005,"40,730646","-73,986614",New York NY 10005,01.01.2003,,01.06.2015,games_video,1,16,15470
2000000,2000000,0,1,0,1,05.05.2008,0,01.05.2006,01.05.2006,Unique,Failed,0,05.05.2008,1,Medium (2M+),1,2000000,325,Sharetivity,CA,Palo Alto,94303,"37,550954","-122,315396",Unknown,07.07.2007,18.10.2017,,web,1,1,1957
100000,33333,1,3,744,3,31.10.2011,0,01.06.2005,01.06.2005,Unique,Successful (Acquired),2,14.11.2013,3,Small Investment (<2M),1,100000,552,Reddit,CA,San Francisco,94107,"37,780883","-122,395257",Unknown,01.01.2005,,16.11.2016,web,1,9,314
8600000,3440000,1,5,1115,5,01.01.2008,2598,14.01.2009,01.09.2006,Unique,Successful (Acquired),3,20.01.2011,5,Medium-High (10M+),3,17200000,138,Motionbox,NY,New York,10004,"40,606061","-73,822331",Unknown,01.01.2006,,28.04.2019,games_video,2,10,1498
